review_id,review,rating,date,source,bank,sentiment_label,sentiment_score,normalized_sentiment,final_sentiment,identified_theme
56,best 100 %,5,2025-11-10,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998010993003845,0.9998010993003845,Positive,General/Other
57,bad app,1,2025-11-10,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997212290763855,-0.9997212290763855,Negative,General/Other
58,best app,5,2025-11-10,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999686598777771,0.999686598777771,Positive,General/Other
59,wow,5,2025-11-10,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999592125415802,0.999592125415802,Positive,General/Other
60,nice app,5,2025-11-10,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998061060905457,0.9998061060905457,Positive,General/Other
61,bad app,4,2025-11-10,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997212290763855,-0.9997212290763855,Negative,General/Other
62,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.8869743943214417,0.8869743943214417,Positive,Transaction Performance
63,I can't access it properly I think it needs update,1,2025-11-10,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9996213912963867,-0.9996213912963867,Negative,Account Access Issues
64,👌👌,5,2025-11-10,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
65,best 👌,5,2025-11-10,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997019171714783,0.9997019171714783,Positive,General/Other
66,good,4,2025-11-10,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
67,not Refresh,2,2025-11-10,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9990518689155579,-0.9990518689155579,Negative,General/Other
68,your statement is not used as wanted,1,2025-11-10,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.99908447265625,-0.99908447265625,Negative,General/Other
69,good very good,5,2025-11-09,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998477697372437,0.9998477697372437,Positive,General/Other
70,this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997031092643738,-0.9997031092643738,Negative,Reliability & Bugs
71,good app,5,2025-11-08,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998493194580078,0.9998493194580078,Positive,General/Other
72,Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9800481200218201,-0.9800481200218201,Negative,General/Other
73,Good !,5,2025-11-08,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998268485069275,0.9998268485069275,Positive,General/Other
74,i like it,5,2025-11-08,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998593330383301,0.9998593330383301,Positive,General/Other
75,Very nice app,5,2025-11-08,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998562335968018,0.9998562335968018,Positive,General/Other
76,the app is not functional this week.,4,2025-11-08,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9996664524078369,-0.9996664524078369,Negative,General/Other
77,good,5,2025-11-07,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
78,very updated bank,5,2025-11-06,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999656081199646,0.999656081199646,Positive,General/Other
79,tankyu,5,2025-11-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.8404372334480286,0.8404372334480286,Positive,General/Other
80,nice,5,2025-11-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,0.9998552799224854,Positive,General/Other
81,Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9866906404495239,-0.9866906404495239,Negative,General/Other
82,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9989122152328491,-0.9989122152328491,Negative,Reliability & Bugs
83,loved it,5,2025-11-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998797178268433,0.9998797178268433,Positive,General/Other
84,Ok,1,2025-11-05,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997851252555847,0.9997851252555847,Positive,General/Other
85,this app is not working on my phone,5,2025-11-03,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9996734857559204,-0.9996734857559204,Negative,Reliability & Bugs
86,CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.964024543762207,-0.964024543762207,Negative,Transaction Performance
87,"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9985938668251038,-0.9985938668251038,Negative,General/Other
88,nice,5,2025-11-02,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,0.9998552799224854,Positive,General/Other
89,wow 😘😘😘,4,2025-11-02,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9992976188659668,0.9992976188659668,Positive,General/Other
90,mobile banking broblem,5,2025-11-01,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.991805911064148,-0.991805911064148,Negative,General/Other
91,good job,5,2025-11-01,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999835729598999,0.999835729598999,Positive,General/Other
92,good,3,2025-11-01,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
93,it is a good and clear apps to use,4,2025-10-31,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998574256896973,0.9998574256896973,Positive,General/Other
94,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9298381209373474,-0.9298381209373474,Negative,General/Other
95,I love this app b/c every option in the app very clear and supportive.,5,2025-10-30,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998561143875122,0.9998561143875122,Positive,Customer Support
96,niiceh,5,2025-10-29,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.8779535889625549,0.8779535889625549,Positive,General/Other
97,the app is good but their is no dark mode you have to add it,3,2025-10-29,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9965399503707886,0.9965399503707886,Positive,General/Other
98,🤮,1,2025-10-29,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
99,abdulakim abrahim elemoo,5,2025-10-29,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9634568691253662,0.9634568691253662,Positive,General/Other
100,good app,5,2025-10-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998493194580078,0.9998493194580078,Positive,General/Other
101,strong,5,2025-10-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999862551689148,0.999862551689148,Positive,General/Other
102,good,5,2025-10-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
103,best,5,2025-10-28,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997941851615906,0.9997941851615906,Positive,General/Other
104,Abebaw Zenebe,5,2025-10-28,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.5422854423522949,-0.5422854423522949,Negative,General/Other
105,good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9990962743759155,0.9990962743759155,Positive,General/Other
106,good,5,2025-10-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
107,Cbe,5,2025-10-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9966009855270386,0.9966009855270386,Positive,General/Other
108,Active and granted system,5,2025-10-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.998322069644928,0.998322069644928,Positive,General/Other
109,fast app,4,2025-10-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9983617663383484,0.9983617663383484,Positive,Transaction Performance
110,cool 😎,5,2025-10-27,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997991919517517,0.9997991919517517,Positive,General/Other
111,Galaxy A10s,3,2025-10-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.8983981609344482,0.8983981609344482,Positive,General/Other
112,the best apps,5,2025-10-26,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998617172241211,0.9998617172241211,Positive,General/Other
113,arif app new,5,2025-10-26,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.5203980207443237,-0.5203980207443237,Negative,General/Other
114,laga Bari biranch,5,2025-10-26,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9922856092453003,-0.9922856092453003,Negative,General/Other
115,ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
116,I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9949776530265808,-0.9949776530265808,Negative,General/Other
117,Attractive,5,2025-10-25,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998689889907837,0.9998689889907837,Positive,General/Other
118,mite,5,2025-10-24,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9965571165084839,-0.9965571165084839,Negative,General/Other
119,useful,5,2025-10-24,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997634291648865,0.9997634291648865,Positive,General/Other
120,nice,4,2025-10-23,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,0.9998552799224854,Positive,General/Other
121,"not good, not bad!",3,2025-10-23,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9981550574302673,-0.9981550574302673,Negative,General/Other
122,very good,5,2025-10-23,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998520612716675,0.9998520612716675,Positive,General/Other
123,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9546588063240051,-0.9546588063240051,Negative,General/Other
124,good job,5,2025-10-22,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999835729598999,0.999835729598999,Positive,General/Other
125,imp,5,2025-10-22,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9978600144386292,-0.9978600144386292,Negative,General/Other
126,super fast app,5,2025-10-21,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9976546168327332,0.9976546168327332,Positive,Transaction Performance
127,good app,4,2025-10-20,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998493194580078,0.9998493194580078,Positive,General/Other
128,useful,5,2025-10-20,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997634291648865,0.9997634291648865,Positive,General/Other
129,"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9983618855476379,-0.9983618855476379,Negative,"Account Access Issues, Transaction Performance, User Interface & Experience, Reliability & Bugs"
130,cbe,4,2025-10-18,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9966009855270386,0.9966009855270386,Positive,General/Other
131,"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9991005659103394,-0.9991005659103394,Negative,General/Other
132,blah blah blah,5,2025-10-18,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9977899789810181,-0.9977899789810181,Negative,General/Other
133,good,5,2025-10-17,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
134,bad ግዴታ መሆንሁ,1,2025-10-17,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9995405673980713,-0.9995405673980713,Negative,General/Other
135,best,5,2025-10-17,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997941851615906,0.9997941851615906,Positive,General/Other
136,CBE no.1,5,2025-10-17,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9968194961547852,0.9968194961547852,Positive,General/Other
137,good,5,2025-10-17,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
138,good,5,2025-10-16,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
139,"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.996988832950592,0.996988832950592,Positive,General/Other
140,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997401833534241,0.9997401833534241,Positive,User Interface & Experience
141,gooof,5,2025-10-16,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.996545135974884,-0.996545135974884,Negative,General/Other
142,"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9996702671051025,-0.9996702671051025,Negative,General/Other
143,Best app,5,2025-10-16,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999686598777771,0.999686598777771,Positive,General/Other
144,best,5,2025-10-15,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997941851615906,0.9997941851615906,Positive,General/Other
145,still not perfect like before,1,2025-10-15,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9995744824409485,-0.9995744824409485,Negative,General/Other
146,This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9985210299491882,-0.9985210299491882,Negative,General/Other
147,APPLIED,1,2025-10-14,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9989719390869141,0.9989719390869141,Positive,General/Other
148,10 years ago,4,2025-10-14,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9060001373291016,0.9060001373291016,Positive,General/Other
149,Asefa Obsa,5,2025-10-14,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9988316893577576,-0.9988316893577576,Negative,General/Other
150,best app,4,2025-10-14,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.999686598777771,0.999686598777771,Positive,General/Other
151,it's good app,5,2025-10-14,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998689889907837,0.9998689889907837,Positive,General/Other
152,very slow,1,2025-10-14,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9997065663337708,-0.9997065663337708,Negative,Transaction Performance
153,berhan deriba wami,4,2025-10-14,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.7555691003799438,0.7555691003799438,Positive,General/Other
154,good,5,2025-10-13,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
155,mahamad Usman,5,2025-10-13,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9890894293785095,0.9890894293785095,Positive,General/Other
156,Erako,5,2025-10-13,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9978224039077759,0.9978224039077759,Positive,General/Other
157,🔥🔥🔥🔥🔥,5,2025-10-13,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.6970565915107727,-0.6970565915107727,Negative,General/Other
158,opne,5,2025-10-13,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.7972502112388611,-0.7972502112388611,Negative,General/Other
159,mehommd nuri,5,2025-10-13,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9508016109466553,0.9508016109466553,Positive,General/Other
160,Best,5,2025-10-12,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9997941851615906,0.9997941851615906,Positive,General/Other
161,good,5,2025-10-12,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
162,providing very secure service.,5,2025-10-12,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9993906021118164,0.9993906021118164,Positive,General/Other
163,good,5,2025-10-12,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9998161196708679,0.9998161196708679,Positive,General/Other
164,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,2025-10-12,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9760127663612366,-0.9760127663612366,Negative,General/Other
165,ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.8832131028175354,-0.8832131028175354,Negative,General/Other
166,RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,Google Play,Commercial Bank of Ethiopia,POSITIVE,0.9531126022338867,0.9531126022338867,Positive,General/Other
167,it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-12,Google Play,Commercial Bank of Ethiopia,NEGATIVE,0.9994134902954102,-0.9994134902954102,Negative,Transaction Performance
